Date,^GSPC,^FTSE,^N225,^GDAXI,BTC-USD,ETH-USD,LTC-USD,GC=F,CL=F,NG=F,EURUSD=X,GBPUSD=X,JPYUSD=X,"('VIX', '^VIX')"
2017-11-10,-0.08980469760537102,-0.6851237466503195,-0.822355798250885,-0.41877508868390584,-7.639967782768012,-6.979035702377219,-8.115202563956307,-1.0320616370498839,-0.7549794285210902,0.4054273829558288,0.4300078663065344,0.23895043207766056,0.4857030260268526,7.254211761926446
2017-11-13,0.0983150911293032,-0.23975718241925612,-1.3334135382051118,-0.4049316891817093,-0.8901492599152981,5.6716145609330555,3.541657243643233,0.3843613213939032,0.0352363758119944,-1.442031351443815,0.12237010803180745,-0.18385657072301512,-0.27393404378124175,1.8429660586462084
2017-11-14,-0.23122805602819227,-0.0107931834204142,-0.004380906370089352,-0.3136176105148479,1.155880655935634,6.394813452443018,2.0683207742512253,0.32827535277863673,-1.8851662090009367,-2.073772088249207,0.03265648913710829,0.023620533694044932,0.08887711689348149,0.7795635147933897
2017-11-15,-0.5540998742123611,-0.5653603303645872,-1.5839226792004926,-0.4391447244493754,9.752915968167002,-1.2739646901066346,1.808700790917851,-0.3909309122587321,-0.6664870627174201,-0.7117491924748722,1.0907609447217186,0.262810524013182,0.16124384143731216,12.475702651355414
2017-11-17,0.5533235804075033,0.10980727443079379,1.6589213948614754,0.133694931915461,5.238635269094588,-0.2892921945570762,5.702626164253203,1.5006345016155123,2.1809899067354395,0.5504291208288656,-0.13080981138200776,0.3228896177338848,0.33034193143381524,-13.865819252443009
2017-11-20,0.12748698887901105,0.11915621470684325,-0.6047728613062177,0.4984557683820163,6.182494644092662,9.830486269704124,6.702177879736716,-1.6495917971793554,-0.8167642830058328,-1.6276385954571437,-0.3879009413260178,0.01716588684689066,0.8797492642504132,-7.068164816958255
2017-11-21,0.6519838879752696,0.29457624911064845,0.6926025770340132,0.8303185939414294,-1.5902582249898551,-1.7408609298207502,-3.127167111633832,0.5086680079378604,1.310684128823324,-0.9894530567723143,0.07980439055144413,0.32001319657764404,-0.45683526066912833,-9.034600718539336
2017-11-22,-0.07505427033295442,0.10384410437920637,0.47472629465659205,-1.164909829977342,2.233381227401497,5.466828993951428,2.627670268956527,0.8162676176655977,2.0723399054124116,-1.6374643445262755,-0.034038833844638114,0.003969054158265885,0.18675330765461118,1.5298674191578705
2017-11-24,0.20539842782319662,-0.1267807283345854,0.12290554304840556,0.3436245840520974,0.0017037978245423011,22.124184760301592,8.11262201327968,-0.3800977739327825,1.590185334251053,-5.363678683064234,0.989632893110895,0.46068833698507733,0.9723049693160605,-2.148420598790583
2017-11-27,-0.038433158680325395,-0.3474528835994536,-0.2435660406417857,-0.45771036781484037,17.359261888629028,1.1397996072254024,16.115840726188672,0.550289910736466,-1.4351863335128223,4.006807035441843,0.6099630596334931,0.13315224163305897,-0.37411111378002515,2.0471524495606244
