t,date,mu,omega,alpha,beta,nu,persist,optimizer_converged,optimizer_flag,start_used,n_fit,loglik,n_starts_tried,degenerate,status,carried_forward,near_unit_persistence
1272,2023-06-12,0.049437616048277795,0.020795059252374837,2.847048179410845e-16,0.9795187018327882,4.280953990677251,0.9795187018327886,1,0,5,750,-1083.8795420922884,5,1,fallback,0,0
1297,2023-07-20,0.048913339888938694,0.01198626252216658,4.183331845479707e-12,0.9877415001441007,4.144885139624056,0.987741500148284,1,0,3,750,-1045.9793538817692,5,1,fallback,0,0
1322,2023-08-25,0.043729943870597345,0.03139911148222026,0.02266041385443482,0.9490350844678122,3.9297163540262408,0.971695498322247,1,0,3,750,-1023.5270640568357,5,0,accepted,0,0
1347,2023-10-04,0.024225277029003765,0.02193841232316313,0.02077795163216368,0.9589652151316166,3.942432737402928,0.9797431667637803,1,0,3,750,-1015.3773867173772,5,0,accepted,0,0
1372,2023-11-10,0.020900887092902064,0.021115693725018633,0.014949997531098288,0.9640055840153828,3.950482537659687,0.9789555815464811,1,0,5,750,-1002.3216788003115,5,0,accepted,0,0
1397,2023-12-18,0.025133057108173287,0.03265576691309383,0.01454017797844277,0.9546088765318473,3.7420039977249746,0.9691490545102901,1,0,3,750,-1001.5578864438105,5,0,accepted,0,0
1422,2024-01-31,0.020176827509688702,0.02722192314524563,0.01272027314924734,0.9581231118378162,4.169464108349069,0.9708433849870635,1,0,2,750,-991.9485869187727,5,0,accepted,0,0
1447,2024-03-11,0.029449673889045958,0.02601115642496864,0.015754215991778744,0.9551495420121949,4.493267640093158,0.9709037580039737,1,0,4,750,-976.7738072025836,5,0,accepted,0,0
1472,2024-04-18,0.03303927666266123,0.04789657871438201,0.02112038278586511,0.9239914267393874,4.897147469870676,0.9451118095252525,1,0,3,750,-967.9179882245355,5,0,accepted,0,0
1497,2024-05-30,0.042598605594793844,0.04187919247905254,0.018098609158202484,0.9338223692870796,4.9988123190945135,0.9519209784452821,1,0,3,750,-969.154928495555,5,0,accepted,0,0
1522,2024-07-08,0.04629441728232405,0.033136897548207214,0.02111061176812166,0.9416389010747825,5.187736673866485,0.9627495128429042,1,0,2,750,-975.6754225677379,5,0,accepted,0,0
1547,2024-08-14,0.045019501991288804,0.02962815162876702,0.023079208786633405,0.9456196422297092,5.0005033442656,0.9686988510163426,1,0,2,750,-982.2002996774245,5,0,accepted,0,0
1572,2024-09-24,0.05328789162313591,0.026570207885447734,0.029539052244786746,0.9414038006318126,6.2574152933247875,0.9709428528765993,1,0,4,750,-978.9967886408399,5,0,accepted,0,0
1597,2024-10-30,0.05935544845983716,0.02791910793883888,0.027686937534367097,0.9394536447829103,7.180286245854047,0.9671405823172774,1,0,5,750,-984.8087879025245,5,0,accepted,0,0
1622,2024-12-06,0.058935017307283656,0.028687649688558123,0.028279656806308895,0.9402811834083122,6.490586900453738,0.9685608402146211,1,0,3,750,-994.4939306508932,5,0,accepted,0,0
1647,2025-01-24,0.06777047489687496,0.02845295844281049,0.028593196030992706,0.9402267986533853,7.184925253169798,0.9688199946843781,1,0,5,750,-995.3324474478131,5,0,accepted,0,0
1672,2025-03-05,0.06816811021201784,0.02708711900356535,0.029340351668773072,0.9415165615883181,7.674642827766969,0.9708569132570911,1,0,5,750,-1002.5048243985689,5,0,accepted,0,0
1697,2025-04-10,0.07485548413090828,0.026951981145707234,0.03245378825388942,0.9394074580892336,7.503966298875834,0.9718612463431231,1,0,2,750,-1011.9294531093287,5,0,accepted,0,0
