t,date,mu,omega,alpha,beta,nu,persist,optimizer_converged,optimizer_flag,start_used,n_fit,loglik,n_starts_tried,degenerate,status,carried_forward,near_unit_persistence
847,2021-08-04,0.05480691527630797,0.02751680626118749,0.06990205004101906,0.908429517652923,4.720098428906722,0.978331567693942,1,0,1,750,-1041.371099444592,5,0,accepted,0,0
872,2021-09-13,0.0382210614670256,0.026985071211171652,0.07343477527235766,0.9059162270957496,4.560824177987285,0.9793510023681072,1,0,2,750,-1035.2120672952678,5,0,accepted,0,0
897,2021-10-20,0.0418383963281933,0.026209107231351562,0.07159515418219567,0.9068325256656152,4.7723793452078365,0.9784276798478109,1,0,3,750,-1031.5709414333176,5,0,accepted,0,0
922,2021-11-29,0.035799509603966814,0.025034185006073423,0.07494155909162413,0.9070415798322868,4.448232171732068,0.981983138923911,1,0,1,750,-1028.6780147949962,5,0,accepted,0,0
947,2022-01-11,0.05365481227597207,0.024690861777887714,0.07549305416393393,0.9064253110344922,4.496708494263407,0.9819183651984261,1,0,3,750,-1035.803262040827,5,0,accepted,0,0
972,2022-02-17,0.06544772641280713,0.025688839229356303,0.07967550246723637,0.9026778858839051,4.428430052830346,0.9823533883511415,1,0,2,750,-1038.6636133411141,5,0,accepted,0,0
997,2022-03-29,0.0690632229242338,0.03580436284497014,0.10323756099774399,0.8742331739565773,4.358034909623086,0.9774707349543212,1,0,3,750,-1058.1714375222834,5,0,accepted,0,0
1022,2022-05-12,0.06868787337494005,0.044833383948641524,0.12434955405599155,0.8499450136845739,4.453233342502063,0.9742945677405654,1,0,3,750,-1051.1562376455915,5,0,accepted,0,0
1047,2022-06-22,0.07229426721122517,0.04617809337750917,0.13173039219965524,0.8473001437515015,4.401521088052322,0.9790305359511567,1,0,2,750,-1064.710311596216,5,0,accepted,0,0
1072,2022-07-29,0.05984120020526232,0.05255430902264388,0.13771319004016777,0.8396952841492402,4.286676731707639,0.977408474189408,1,0,2,750,-1080.6054905116812,5,0,accepted,0,0
1097,2022-09-07,0.06677302850669281,0.06181344371025878,0.17321776026552665,0.8021749620309884,4.481476705601571,0.9753927222965151,1,0,4,750,-1078.758888229862,5,0,accepted,0,0
1122,2022-10-17,0.053141336361422584,0.0650553314372304,0.16997522268272194,0.8039700994579596,4.525384225100435,0.9739453221406815,1,0,2,750,-1095.9595953075184,5,0,accepted,0,0
