t,date,mu,omega,alpha,beta,nu,persist,optimizer_converged,optimizer_flag,start_used,n_fit,loglik,n_starts_tried,degenerate,status,carried_forward,near_unit_persistence
272,2019-01-23,-0.731013203705501,14.186272033136833,0.28095348731587944,0.581534243431539,3.0551252750173967,0.8624877307474185,1,0,1,272,-896.2691734464474,4,0,accepted,0,0
297,2019-03-01,-0.5815557049590284,13.72118844644134,0.2622638643742822,0.6246493999167585,2.850997137815724,0.8869132642910407,1,0,5,297,-974.2930766154948,5,0,accepted,0,0
322,2019-04-08,-0.3768058969463268,14.63437323776346,0.34574677238851625,0.6276239402773297,2.5958067733039267,0.973370712665846,1,0,1,322,-1049.3569935788835,5,0,accepted,0,0
347,2019-05-24,-0.35776280658422177,16.37318732922156,0.3373814515170656,0.5902399470118911,2.627023065631081,0.9276213985289568,1,0,4,347,-1126.1061404078591,5,0,accepted,0,0
372,2019-07-02,-0.2812129673908334,17.230426797891397,0.33407452144323435,0.5775069017824647,2.6413397551297777,0.911581423225699,1,0,1,372,-1207.8136346887936,5,0,accepted,0,0
397,2019-08-08,-0.33216219741893377,21.35115318965189,0.36317882484419184,0.49809956116074067,2.6615472824406017,0.8612783860049325,1,0,3,397,-1288.950195988196,5,0,accepted,0,0
422,2019-09-18,-0.37686239819166056,19.121234795686163,0.3108657741507077,0.5320362155324486,2.693033670446673,0.8429019896831563,1,0,1,422,-1361.8296587992336,5,0,accepted,0,0
447,2019-10-29,-0.3700845703387322,26.494231344117928,0.3603616911496596,0.4535252659184822,2.560634128781054,0.8138869570681417,1,0,1,447,-1438.9542102042478,5,0,accepted,0,0
472,2019-12-05,-0.4203312794202682,24.832613863950606,0.38246137749707965,0.45538165677706915,2.5464413381905993,0.8378430342741487,1,0,2,472,-1507.0637019478784,5,0,accepted,0,0
497,2020-01-22,-0.36642164382021736,26.39899629995117,0.4379617868180843,0.4378605568437619,2.498241500307323,0.8758223436618462,1,0,4,497,-1583.6636655050402,5,0,accepted,0,0
522,2020-03-02,-0.33088321404289534,22.747627289031303,0.30421864011883665,0.5183785509540153,2.540083902857832,0.822597191072852,1,0,1,522,-1664.1913023467557,5,0,accepted,0,0
547,2020-04-07,-0.2761575058415091,29.7261286178414,0.4097756835363278,0.5061379996158195,2.3711924426991415,0.9159136831521473,1,0,4,547,-1749.4706404445728,5,0,accepted,0,0
572,2020-05-27,-0.21366045657711794,26.832324810604913,0.3433332308491022,0.5303773484573328,2.4007777819035576,0.873710579306435,1,0,2,572,-1822.9204669238736,5,0,accepted,0,0
597,2020-07-02,-0.19374308879064417,23.7889914070603,0.4126488795479311,0.5549473475410863,2.3600870180130826,0.9675962270890175,1,0,3,597,-1884.7392502238563,5,0,accepted,0,0
622,2020-08-12,-0.16629788066690562,23.92749198231657,0.4496417931774335,0.5503582068225664,2.3372087544310602,1.0,1,0,3,622,-1952.7292951719974,5,0,accepted,0,1
647,2020-09-18,-0.16513568896789843,26.470505944016438,0.4842217272754363,0.5157782727245639,2.3336827935022524,1.0000000000000002,1,0,1,647,-2032.9016778474431,5,0,accepted,0,1
672,2020-10-28,-0.1198485798437912,25.95997922868931,0.4792590354541505,0.5207409645458494,2.3254500797376667,0.9999999999999999,1,0,3,672,-2101.694960201264,5,0,accepted,0,1
697,2020-12-07,-0.10510736944957838,25.40312154623936,0.4929379758891544,0.5070620241108457,2.35440322937241,1.0,1,0,2,697,-2189.9253578906505,5,0,accepted,0,1
722,2021-01-21,-0.08967118856425935,23.009906644934212,0.44366568557164254,0.5563343144283576,2.3589905457800016,1.0,1,0,4,722,-2284.747660477068,5,0,accepted,0,1
747,2021-03-02,-0.06931983035287986,19.53175740563621,0.4145198244769501,0.5854801755230499,2.4101424965616562,1.0,1,0,4,747,-2377.376194600929,5,0,accepted,0,1
772,2021-04-08,-0.08108922988237899,16.335293982349494,0.29488815775792715,0.598720742522745,2.5437318261847475,0.8936089002806722,1,0,2,750,-2371.112767700873,5,0,accepted,0,0
797,2021-05-19,-0.019738215693790712,10.364212032001038,0.21832795559970594,0.713824232210306,2.590930070560856,0.932152187810012,1,0,2,750,-2375.8789412794667,5,0,accepted,0,0
822,2021-06-25,-0.004272738003958836,14.243775042945476,0.2681519676074608,0.6598553670833612,2.509253426110121,0.928007334690822,1,0,3,750,-2378.370322015648,5,0,accepted,0,0
847,2021-08-04,-0.004542066715628035,15.028289625911178,0.2908683373336319,0.6371951912194752,2.497024739665004,0.9280635285531071,1,0,2,750,-2367.67984835716,5,0,accepted,0,0
872,2021-09-13,0.03817333633830933,15.290130560459405,0.28177531535040606,0.7182246846495939,2.34217097519592,1.0,1,0,4,750,-2368.1211407380297,5,0,accepted,0,1
897,2021-10-20,0.09756929551878568,15.795750733236707,0.2543904441138397,0.675432238533309,2.423316740523199,0.9298226826471487,1,0,3,750,-2366.7993647599715,5,0,accepted,0,0
922,2021-11-29,0.16999658308706384,15.794299080055682,0.24810622961199455,0.6763296208431442,2.432081399343926,0.9244358504551388,1,0,3,750,-2376.7626762529635,5,0,accepted,0,0
947,2022-01-11,0.17093476132338314,16.69578943024933,0.2613230238044698,0.6978548667646329,2.3589563062376246,0.9591778905691027,1,0,2,750,-2372.5281951909,5,0,accepted,0,0
972,2022-02-17,0.1809680758541061,15.375463597198577,0.19685479377769557,0.6992973623372845,2.4603055725246246,0.89615215611498,1,0,2,750,-2384.935708858156,5,0,accepted,0,0
997,2022-03-29,0.23250763261374385,12.984964336827185,0.1566636495521752,0.71129735708981,2.5502834931775022,0.8679610066419852,1,0,5,750,-2376.1171618441067,5,0,accepted,0,0
1022,2022-05-12,0.22555293534581114,5.969671694421641,0.1054615007239552,0.8717927292568411,2.42285514051399,0.9772542299807964,1,0,1,750,-2368.27248809732,5,0,accepted,0,0
1047,2022-06-22,0.17840087224997261,3.775923324080472,0.09105107451353565,0.8852420545083325,2.614389940090615,0.9762931290218682,1,0,4,750,-2382.5519958295126,5,0,accepted,0,0
1072,2022-07-29,0.1428791454662708,11.661194722866504,0.13660058632603445,0.7115043697540187,2.726024873391934,0.8481049560800531,1,0,1,750,-2382.7042887904627,5,0,accepted,0,0
1097,2022-09-07,0.13701223974688204,11.076030762208065,0.1321363244848029,0.6975823062495783,2.8444679892195737,0.8297186307343811,1,0,1,750,-2380.6574233368356,5,0,accepted,0,0
1122,2022-10-17,0.06873524015736154,3.1994746044304354,0.0898884226904775,0.8761932984827152,2.7698766699599675,0.9660817211731927,1,0,4,750,-2363.860271030214,5,0,accepted,0,0
1147,2022-11-22,0.10127948825215273,3.278103975933046,0.11433841956481379,0.8732461136178208,2.6460754044757318,0.9875845331826346,1,0,3,750,-2360.2311763643906,5,0,accepted,0,0
1172,2023-01-04,0.14944109178764756,3.7375883806385417,0.14156479750827175,0.8553351245213822,2.589212478840274,0.9968999220296539,1,0,4,750,-2356.169058399516,5,0,accepted,0,0
1197,2023-02-10,0.19400420677823715,3.006176577045284,0.12694729611364153,0.8585509942254858,2.7760720116928823,0.9854982903391273,1,0,2,750,-2349.7148142038905,5,0,accepted,0,0
1222,2023-03-22,0.2422661084771616,4.340964355831427,0.1402427133421752,0.8283082213616111,2.7968749054273063,0.9685509347037863,1,0,2,750,-2363.041240111522,5,0,accepted,0,0
1247,2023-04-28,0.2619834980414274,4.456410473688907,0.14137576470778046,0.8060695221789533,2.9529652662433263,0.9474452868867338,1,0,2,750,-2357.6236743253594,5,0,accepted,0,0
1272,2023-06-12,0.2529419173459321,4.216546613995857,0.1504229970975299,0.8080332601742156,2.902887321137834,0.9584562572717455,1,0,4,750,-2348.70663808079,5,0,accepted,0,0
1297,2023-07-20,0.24740719170619485,1.8007213896933407,0.09188904941289333,0.8893070704110134,3.100366357715761,0.9811961198239068,1,0,4,750,-2340.8165709463015,5,0,accepted,0,0
1322,2023-08-25,0.18528357387865094,1.6735716842933417,0.08537123179021913,0.8966732395906023,3.1031979379762094,0.9820444713808214,1,0,5,750,-2336.4318160034272,5,0,accepted,0,0
1347,2023-10-04,0.17504922188920805,2.467953755560268,0.10913402827889156,0.8637473640721525,3.0513435531213164,0.972881392351044,1,0,1,750,-2339.656848622362,5,0,accepted,0,0
1372,2023-11-10,0.15679415950768105,1.7767914266122529,0.10861642610536917,0.8737253788684755,3.1517033747834535,0.9823418049738446,1,0,2,750,-2333.7745087449966,5,0,accepted,0,0
1397,2023-12-18,0.1539148027533499,1.2671194290535988,0.09921441742253187,0.8919977614344218,3.177218737935797,0.9912121788569537,1,0,2,750,-2316.3720196121053,5,0,accepted,0,0
1422,2024-01-31,0.14009894615268853,0.6277008670074997,0.06592342342079897,0.9266225194296686,3.3755842303765062,0.9925459428504675,1,0,5,750,-2313.2234265243087,5,0,accepted,0,0
1447,2024-03-11,0.18311371208151828,0.6170193894670112,0.06668284586405256,0.9241334033489603,3.3701531274750174,0.9908162492130129,1,0,1,750,-2288.0913852620324,5,0,accepted,0,0
1472,2024-04-18,0.12407710760164402,1.3347001823247648,0.11217952053398207,0.8688943554884918,3.441906706862799,0.9810738760224739,1,0,3,750,-2283.288679039316,5,0,accepted,0,0
1497,2024-05-30,0.12050742241175313,1.7086734741705927,0.12292897475680528,0.8546032367840186,3.1809345489870093,0.9775322115408239,1,0,2,750,-2257.6584126053,5,0,accepted,0,0
1522,2024-07-08,0.07656924914996979,1.675296261382858,0.12285281637617744,0.8546423014020753,3.1407623800147273,0.9774951177782527,1,0,1,750,-2243.963811352942,5,0,accepted,0,0
1547,2024-08-14,0.053526698146550526,2.141967454298493,0.12208336126175552,0.826803142771414,3.3591169083947388,0.9488865040331695,1,0,3,750,-2226.285555543519,5,0,accepted,0,0
1572,2024-09-24,0.0766608717514265,1.9338634022777756,0.13143382752775246,0.8247370501337168,3.3645454020677357,0.9561708776614692,1,0,4,750,-2195.39052060126,5,0,accepted,0,0
1597,2024-10-30,0.12226377100534651,1.6386002575397722,0.11937413785321799,0.8446322277891535,3.2973611015771813,0.9640063656423714,1,0,4,750,-2184.597049037996,5,0,accepted,0,0
1622,2024-12-06,0.12969063127191682,1.9548277423980944,0.12365873706061033,0.8341928396322661,3.2348396494154956,0.9578515766928765,1,0,1,750,-2184.320607160077,5,0,accepted,0,0
1647,2025-01-24,0.0996199685019195,1.4428544907553613,0.11888554177682527,0.8556535670583441,3.3040518246848603,0.9745391088351694,1,0,3,750,-2199.6891092441074,5,0,accepted,0,0
