p_target,exceed,n,rate,LR_uc,p_uc,LR_ind,p_ind,LR_cc,p_cc,DQ,p_DQ,pinball,series,model,tau,FZ0,ES_ratio,note,evaluated_at_effective_level,order_statistic_k
0.01,73,1448,0.0504143646408839,121.56501968526646,0.0,11.318517438386609,0.0007673795793715,132.88353712365307,0.0,538.7716810211357,0.0,0.0734234466616717,FTSE,QR-base,0.01,,,,,
0.025,26,1448,0.0179558011049723,3.2634621206274588,0.070839415854975,2.9406770129540405,0.08637452351865,6.204139133581499,0.0449560664690851,15.147745701680336,0.0191381931750964,0.090499151282603,FTSE,CQR-1s,0.025,,,requested level; exchangeable split-conformal bound is listed in conformal_effective_levels.csv,,
0.025,117,1448,0.0808011049723756,117.6240391766668,0.0,1.504330001635935,0.220006320596241,119.12836917830272,0.0,289.8366716509649,0.0,0.1113260619868901,FTSE,QR-base,0.025,,,,,
0.05,63,1448,0.0435082872928176,1.3410697774007474,0.2468453989116327,3.245325756264947,0.0716274506543325,4.586395533665694,0.1009431525303088,22.48971161355757,0.0009867006963933,0.1328751128066455,FTSE,CQR-1s,0.05,,,requested level; exchangeable split-conformal bound is listed in conformal_effective_levels.csv,,
0.05,159,1448,0.1098066298342541,82.53992855389683,0.0,2.938259239469062,0.0865039115064155,85.47818779336589,0.0,217.6515211311925,0.0,0.1579395517162532,FTSE,QR-base,0.05,,,,,
0.01,23,1448,0.0158839779005524,4.296126622875967,0.0381992792862719,0.7798745645791598,0.3771795051391049,5.076001187455127,0.0790242435093782,11.95875430464574,0.0628952958586751,0.0414078238209203,FTSE,GARCH-t,0.01,1.3658593315355023,1.058731512499131,,,
0.025,50,1448,0.0345303867403314,4.831721958986961,0.0279407108115172,2.3925812693922808,0.1219121796758337,7.224303228379242,0.0269937043013919,11.523179909443352,0.0734916056496727,0.0771684245436922,FTSE,GARCH-t,0.025,1.060753961271902,1.0552183377230178,,,
0.05,89,1448,0.06146408839779,3.745683062466412,0.0529440834948551,11.10099444025559,0.0008628144132062,14.846677502722002,0.0005971520712116,29.12586807670884,5.758912237829872e-05,0.1230183216895208,FTSE,GARCH-t,0.05,0.8249231190875571,1.0548910839573973,,,
0.01,13,1448,0.0089779005524861,0.1582326945840968,0.6907888712167767,2.6527959749712124,0.1033679419265057,2.8110286695553093,0.2452408880916712,18.613440882888835,0.004868810225335,0.0412593775336765,FTSE,FHS,0.01,1.316742208463232,1.013276120472899,,,
0.025,39,1448,0.0269337016574585,0.2167539985727131,0.6415244174799324,5.270617015908215,0.0216883239126556,5.487371014480928,0.0643328104022736,11.811437740942225,0.0663100451947947,0.076818938899445,FTSE,FHS,0.025,1.0314395873344318,0.9820415523686415,,,
0.05,70,1448,0.048342541436464,0.0846368027744226,0.7711094073588209,7.365233832613626,0.006649695230498,7.449870635388049,0.0241146601681999,12.932713831614029,0.0441169873606576,0.1223253923717193,FTSE,FHS,0.05,0.8101477871284571,0.9837175863337668,,,
0.01,11,1448,0.0075966850828729,0.9212326767467394,0.3371515196423736,0.1685253250287814,0.6814257370696183,1.0897580017755208,0.5799119479257107,8.75216097855031,0.1880035885826279,0.0403437470426457,FTSE,GARCH-EVT,0.01,1.3059096176379066,1.0728861551289046,,,
0.025,34,1448,0.0234806629834254,0.1399220616151435,0.7083585058758617,3.83865364046261,0.050083722943637,3.9785757020777535,0.1367928076219374,9.524289987951905,0.1461679691838778,0.0765400790632515,FTSE,GARCH-EVT,0.025,1.031412198647328,1.0050962427309609,,,
