t,date,mu,omega,alpha,beta,nu,persist,optimizer_converged,optimizer_flag,start_used,n_fit,loglik,n_starts_tried,degenerate,status,carried_forward,near_unit_persistence
1297,2023-07-20,0.0837113668190055,0.04328092354454105,0.037379584725255356,0.9318363102080895,13.181091694126092,0.9692158949333449,1,0,1,750,-1197.4830560611367,5,0,accepted,0,0
1322,2023-08-25,0.07003359931520298,0.059610213994552,0.042653484291862456,0.9139648187763432,12.90223390821191,0.9566183030682056,1,0,3,750,-1181.2018784683328,5,0,accepted,0,0
1347,2023-10-04,0.06009586803761305,0.04201091075863365,0.034065690163515516,0.9348796353976359,17.25718716178675,0.9689453255611513,1,0,3,750,-1169.7121640717442,5,0,accepted,0,0
1372,2023-11-10,0.06390612331777608,0.023967351395883248,0.024262333749221206,0.9592609195491762,25.770304801520254,0.9835232532983974,1,0,3,750,-1172.858249158743,5,0,accepted,0,0
1397,2023-12-18,0.05989999601186918,0.037152180030267754,0.025506559220872395,0.9483598039026907,23.101980564372123,0.9738663631235631,1,0,5,750,-1177.749936093256,5,0,accepted,0,0
1422,2024-01-31,0.07246274501048741,0.209578973730348,0.06413293214837851,0.7870651879318914,23.763123246018036,0.8511981200802698,1,0,3,750,-1186.3315148982647,5,0,accepted,0,0
1447,2024-03-11,0.06646028390394706,0.042282667987118557,0.025757778426137485,0.9441232575171538,20.306144276181385,0.9698810359432912,1,0,2,750,-1182.6861077896351,5,0,accepted,0,0
1472,2024-04-18,0.04938798767635742,0.021952784993918992,0.019452396415606872,0.9643697589118598,129.7911615983027,0.9838221553274668,1,0,5,750,-1185.5800338270196,5,0,accepted,0,0
1497,2024-05-30,0.04578892255171447,0.03556567408347059,0.02446144264564514,0.9495771231911699,157.6997675150876,0.974038565836815,1,0,3,750,-1177.086648808238,5,0,accepted,0,0
1522,2024-07-08,0.05618344435400829,0.03445933593841253,0.027940363993627104,0.9462387199603952,221.08726668099524,0.9741790839540223,1,0,1,750,-1172.1975567697275,5,0,accepted,0,0
1547,2024-08-14,0.06752587203428345,0.13878102256125172,0.09708138412225138,0.8171067449305727,11.040778550166394,0.9141881290528241,1,0,4,750,-1199.2042965327912,5,0,accepted,0,0
1572,2024-09-24,0.06433062031987688,0.20669397408431098,0.09540259469965665,0.7727822839659625,10.35374636662012,0.8681848786656191,1,0,2,750,-1209.9740548617924,5,0,accepted,0,0
1597,2024-10-30,0.0761248717038206,0.2647112063594514,0.1107723578130356,0.7257453740482361,9.349238346253962,0.8365177318612718,1,0,1,750,-1219.817381994032,5,0,accepted,0,0
1622,2024-12-06,0.06460541810014016,0.2896245841634858,0.10974477257686743,0.7107487667928359,9.127097208570353,0.8204935393697034,1,0,4,750,-1221.2790181674447,5,0,accepted,0,0
1647,2025-01-24,0.06829438920472465,0.2956730226556394,0.1157270836223221,0.6997912413681631,9.050873818173725,0.8155183249904852,1,0,5,750,-1217.9754415029688,5,0,accepted,0,0
1672,2025-03-05,0.0616904979359516,0.2992466523964105,0.1101968162213779,0.7037132425054785,8.732017041517324,0.8139100587268564,1,0,2,750,-1220.3636382517675,5,0,accepted,0,0
1697,2025-04-10,0.062097004530931435,0.31784421966194026,0.14730456707752104,0.671191546600505,7.250703190335476,0.818496113678026,1,0,3,750,-1229.1442495233268,5,0,accepted,0,0
