coverage,width,winkler,n,n_missing,series,model
0.9523480662983426,5.2097424979353155,7.11675325465449,1448,0,SP500,TCP
0.9530386740331491,5.217105437003865,7.115654204824993,1448,0,SP500,TCP-RM
0.9509668508287292,5.176066269023682,7.11490420515154,1448,0,SP500,CQR
0.944060773480663,5.216317564889747,6.943052466099231,1448,0,SP500,ACI-fixed
0.8736187845303868,3.7894194556182037,9.298035144901853,1448,0,SP500,Reversed-sign-control
0.837707182320442,3.160880479036429,9.723961881645646,1448,0,SP500,QR-base
0.949585635359116,4.606766797834576,6.143535521675868,1448,0,SP500,GARCH-t
0.9468232044198895,4.494014302735474,5.993727085289687,1448,0,SP500,FHS
0.9482044198895028,4.528475032862782,6.005404213163405,1448,0,SP500,GARCH-EVT
0.9433701657458563,4.4752394379422045,6.40337858159917,1448,0,SP500,RiskMetrics
0.9316298342541437,5.07048450850894,8.667926756275826,1448,0,SP500,Hist
0.8266574585635359,3.1012473506892704,7.449180998360285,1448,0,SP500,Fixed-coefficient-control
